,Unnamed: 0.1,Unnamed: 0,Classification,Disposition,datetime,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Longtitude,Latitude,Incidents
891,891,891,Shoplifting,Open Investigation,2019-05-18 11:21:00,2019,138,5,5,weekend,5 KR BUNGALOW,KR,1.294572999,103.7796455,STOLEN ITEMS
892,892,892,Assault,Open Investigation,2019-03-07 00:06:00,2019,66,3,3,day_weekday,ENGINEERING BLOCK 2A (EDIC),CDE,1.29880703,103.7713411,DAMAGED PROPERTY
893,893,893,Criminal Mischief, Arrest,2018-11-22 23:39:00,2018,326,11,3,day_weekday,8 PGP BUNGALOW,PGP,1.293596473,103.7775181,STOLEN ITEMS
894,894,894,Shoplifting,Open Investigation,2019-02-27 19:32:00,2019,58,2,2,day_weekday,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,STOLEN ITEMS
895,895,895,False Public Alarm,Arrest,2019-07-26 01:57:00,2019,207,7,4,day_weekday,YALE RESIDENTIAL COLLEGE 1,UTown,1.305971181,103.7720215,LOST AND FOUND
896,896,896,Theft, Closed,2019-08-27 06:26:00,2019,239,8,1,day_weekday,CREATE CARPARK,UTown,1.303909748,103.7733772,LOST AND FOUND
897,897,897,Theft,Arrest,2019-05-19 18:00:00,2019,139,5,6,weekend,SCIENCE BLOCK 13,FOS,1.296790296,103.7791479,LOST AND FOUND
898,898,898,Trespassing,Unfounded,2019-08-09 05:47:00,2019,221,8,4,day_weekday,SRC MINI GRAND STAND,YIH,1.298645794,103.7777397,DAMAGED PROPERTY
899,899,899,Attempted Extortion,Open Investigation,2019-08-07 05:45:00,2019,219,8,2,day_weekday,SRC MINI GRAND STAND,YIH,1.298645794,103.7777397,LOST AND FOUND
900,900,900,Harassment,Unfounded,2019-08-31 05:30:00,2019,243,8,5,weekend,LECTURE THEATRE 33,FOS,1.29776785,103.7808098,DAMAGED PROPERTY
901,901,901,Criminal Mischief,Open Investigation,2019-03-29 09:32:00,2019,88,3,4,day_weekday,9 KR BUNGALOW,KR,1.294339477,103.7782597,STOLEN ITEMS
902,902,902,Theft,Open Investigation,2019-06-08 01:11:00,2019,159,6,5,weekend,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,LOST AND FOUND
903,903,903,Trespass,Open Investigation,2019-01-21 19:56:00,2019,21,1,0,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 5,FASS,1.294230691,103.7718952,EMERGENCY INCIDENTS
904,904,904,Burglary,Open Investigation,2019-06-06 14:13:00,2019,157,6,3,day_weekday,18 EVANS BUNGALOW,BTC,1.317911647,103.8197614,LOST AND FOUND
905,905,905,Theft,Unfounded,2018-12-11 18:50:00,2018,345,12,1,day_weekday,I3,SOC,1.292406056,103.7755806,LOST AND FOUND
906,906,906,Trespass,Closed,2019-01-01 16:36:00,2019,1,1,1,day_weekday,KENT RIDGE HALL (BLOCK E),HALL,1.291836332,103.7742191,EMERGENCY INCIDENTS
907,907,907,Aggravated Assault,Unfounded,2019-03-03 01:02:00,2019,62,3,6,weekend,ARTS & SOCIAL SCIENCES BLOCK 4,FASS,1.294575688,103.7717937,LOST AND FOUND
908,908,908,Theft,Open Investigation,2018-11-28 12:24:00,2018,332,11,2,day_weekday,SCIENCE BLOCK 15,FOS,1.297049608,103.7801538,LOST AND FOUND
909,909,909,Theft,Open Investigation,2018-09-23 07:12:00,2018,266,9,6,weekend,TEMASEK HALL (BLOCK A),HALL,1.293083063,103.7707861,LOST AND FOUND
910,910,910,Trespassing,Open Investigation,2019-05-01 15:46:00,2019,121,5,2,day_weekday,SCIENCE BLOCK 11,FOS,1.296704611,103.778796,DAMAGED PROPERTY
911,911,911,Harassment,Open Investigation,2019-01-25 16:36:00,2019,25,1,4,day_weekday,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,DAMAGED PROPERTY
912,912,912,Fraud,Closed,2019-02-04 12:22:00,2019,35,2,0,day_weekday,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,DAMAGED PROPERTY
913,913,913,Theft,Closed,2019-07-12 08:00:00,2019,193,7,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 1,FASS,1.29414275,103.7711509,LOST AND FOUND
914,914,914,Shoplifting,,2019-04-25 03:10:00,2019,115,4,3,day_weekday,SCIENCE BLOCK 1A (LEE WEE KENG),FOS,1.296422972,103.7792749,STOLEN ITEMS
915,915,915,Theft,Open Investigation,2019-01-06 10:26:00,2019,6,1,6,weekend,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,LOST AND FOUND
916,916,916,Trespass,Open Investigation,2019-06-06 22:46:00,2019,157,6,3,day_weekday,PGP RESIDENCES (BLOCK 26),PGP,1.29068027,103.7815813,EMERGENCY INCIDENTS
917,917,917,Criminal Mischief,Open Investigation,2018-12-16 02:58:00,2018,350,12,6,weekend,DESIGN & ENVIRONMENT BLOCK 3,CDE,1.297825387,103.7705126,STOLEN ITEMS
918,918,918,Shoplifting,Open Investigation,2019-04-04 07:44:00,2019,94,4,3,day_weekday,TEMASEK HALL (BLOCK B),HALL,1.292689235,103.7705357,STOLEN ITEMS
919,919,919,False Public Alarm,Open Investigation,2019-02-01 11:44:00,2019,32,2,4,day_weekday,4 PGP BUNGALOW,PGP,1.292756725,103.7793448,LOST AND FOUND
920,920,920,Harassment: Bias Incident,Open Investigation,2019-01-10 15:05:00,2019,10,1,3,day_weekday,LECTURE THEATRE 18,SOC,1.293522481,103.7745083,LOST AND FOUND
921,921,921,Theft: Bias Incident,Closed,2019-06-05 01:49:00,2019,156,6,2,day_weekday,EUSOFF HALL (BLOCK B),HALL,1.293104328,103.769989,LOST AND FOUND
922,922,922,Trespassing,Open Investigation,2019-03-29 14:00:00,2019,88,3,4,day_weekday,PGP RESIDENCES (BLOCK 18),PGP,1.291099609,103.7804155,DAMAGED PROPERTY
923,923,923,Liquor Law Violation,Unfounded,2019-01-16 07:22:00,2019,16,1,2,day_weekday,TEMASEK LIFE SCIENCE LAB,PGP,1.294203503,103.7765942,LOST AND FOUND
924,924,924,Shoplifting,Arrest,2019-06-02 04:45:00,2019,153,6,6,weekend,DECOM SUB-STATION 1 (NEAR LKCNHM),UCC,1.302031823,103.7736227,STOLEN ITEMS
925,925,925,Domestic Violence: Harassment,Unfounded,2019-07-28 22:00:00,2019,209,7,6,weekend,LECTURE THEATRE 8,FASS,1.294142102,103.7718061,LOST AND FOUND
926,926,926,Theft,Open Investigation,2019-03-15 11:40:00,2019,74,3,4,day_weekday,BTC-MOOT COURT,BTC,1.318755191,103.8164184,LOST AND FOUND
927,927,927,Shoplifting,Open Investigation,2019-07-03 16:14:00,2019,184,7,2,day_weekday,SRC CARPARK,UTown,1.30067788,103.7756312,STOLEN ITEMS
928,928,928,False Public Alarm,Unfounded,2019-01-29 14:17:00,2019,29,1,1,day_weekday,MD11 CARPARK,FOS,1.295712272,103.781982,LOST AND FOUND
929,929,929,Trespassing,Closed,2019-12-11 11:09:00,2019,345,12,2,day_weekday,TEMBUSU LEARN LOBE,UTown,1.305895704,103.773492,DAMAGED PROPERTY
930,930,930,Harassment,Open Investigation,2019-09-16 20:48:00,2019,259,9,0,day_weekday,KENT RIDGE HALL (BLOCK A),HALL,1.29166438,103.7749714,DAMAGED PROPERTY
931,931,931,Theft,Open Investigation,2019-09-03 23:47:00,2019,246,9,1,day_weekday,LECTURE THEATRE 10,FASS,1.294925923,103.7721036,LOST AND FOUND
932,932,932,Burglary,Open Investigation,2019-08-14 21:49:00,2019,226,8,2,day_weekday,LECTURE THEATRE 36 (ALICE AND PETER TAN),FOS,1.295172313,103.7814043,LOST AND FOUND
933,933,933,Trespass,Open Investigation,2019-06-09 07:02:00,2019,160,6,6,weekend,DUKE-NUS MEDSH-KHOOTECKPUAT BG,FOS,1.293420222,103.7828813,EMERGENCY INCIDENTS
934,934,934,Harassment,Open Investigation,2019-01-21 22:12:00,2019,21,1,0,day_weekday,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,DAMAGED PROPERTY
935,935,935,False Public Alarm,Unfounded,2019-09-07 06:26:00,2019,250,9,5,weekend,TEMASEK HALL (BLOCK C),HALL,1.292732285,103.7709504,LOST AND FOUND
936,936,936,Trespassing,Open Investigation,2019-10-11 20:32:00,2019,284,10,4,day_weekday,RIDGE VIEW RESIDENCE (BLOCK C),YIH,1.298081545,103.776434,DAMAGED PROPERTY
937,937,937,Fraud,Open Investigation,2019-10-11 19:48:00,2019,284,10,4,day_weekday,LECTURE THEATRE 7,CDE,1.300171011,103.7710686,DAMAGED PROPERTY
938,938,938,Shoplifting,Arrest,2019-07-28 10:46:00,2019,209,7,6,weekend,HENG MUI KENG TERRACE BLOCK B,HMKT,1.291292663,103.7765759,STOLEN ITEMS
939,939,939,Harassment,Open Investigation,2019-01-05 22:29:00,2019,5,1,5,weekend,EUSOFF HALL (BLOCK B),HALL,1.293104328,103.769989,DAMAGED PROPERTY
940,940,940,Theft,Open Investigation,2019-07-23 10:24:00,2019,204,7,1,day_weekday,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,LOST AND FOUND
941,941,941,Theft,Open Investigation,2019-06-13 19:56:00,2019,164,6,3,day_weekday,ENGINEERING BLOCK 1A,CDE,1.29933656,103.77082,LOST AND FOUND
942,942,942,Trespass,Open Investigation,2019-01-03 22:55:00,2019,3,1,3,day_weekday,PGP RESIDENCES (BLOCK 19),PGP,1.290999159,103.7805255,EMERGENCY INCIDENTS
943,943,943,Extortion,Unfounded,2019-04-22 08:05:00,2019,112,4,0,day_weekday,LKC NATURAL HISTORY MUSEUM,UCC,1.301379227,103.7730057,LOST AND FOUND
944,944,944,Defiant Trespass: Aggravated Assault,Open Investigation,2019-03-22 04:34:00,2019,81,3,4,day_weekday,DNMS CARPARK,DNMS,1.281499226,103.8334517,LOST AND FOUND
945,945,945,Trespassing,Arrest,2019-07-27 12:29:00,2019,208,7,5,weekend,LECTURE THEATRE 7,CDE,1.300171011,103.7710686,DAMAGED PROPERTY
946,946,946,Theft,,2019-10-19 12:06:00,2019,292,10,5,weekend,MEDICINE BLOCK 3,FOS,1.295392192,103.7814643,LOST AND FOUND
947,947,947,Harassment,Open Investigation,2019-04-17 14:12:00,2019,107,4,2,day_weekday,PGP RESIDENCES RESTAURANT,PGP,1.290570399,103.7813784,DAMAGED PROPERTY
948,948,948,Terroristic Threats,Closed,2019-05-04 16:21:00,2019,124,5,5,weekend,"KENT VALE APARTMENT BLK C, 111",KV,1.301811498,103.7685007,LOST AND FOUND
949,949,949,Disorderly Conduct,Arrest,2018-12-25 01:39:00,2018,359,12,1,day_weekday,RAFFLES HALL (BLOCK D),YIH,1.300301709,103.7726668,SEXUAL INCIDENTS
950,950,950,Harassment: Domestic Violence,Open Investigation,2019-07-01 06:28:00,2019,182,7,0,day_weekday,MEDICINE BLOCK 3,FOS,1.295392192,103.7814643,LOST AND FOUND
951,951,951,Trespassing,Unfounded,2019-02-24 16:16:00,2019,55,2,6,weekend,TEMBUSU COLLEGE- MAIN BLK,UTown,1.306170497,103.7737562,DAMAGED PROPERTY
952,952,952,Harassment,Arrest,2019-08-31 15:00:00,2019,243,8,5,weekend,1 KR BUNGALOW,KR,1.293041343,103.7811579,DAMAGED PROPERTY
953,953,953,Liquor Law Violation,Arrest,2019-07-18 06:47:00,2019,199,7,3,day_weekday,PGP RESIDENCES (BLOCK 27),PGP,1.29056547,103.7816148,LOST AND FOUND
954,954,954,Burglary,Open Investigation,2018-12-15 15:41:00,2018,349,12,5,weekend,RIDGE VIEW RESIDENCE (BLOCK G),YIH,1.298435562,103.7757528,LOST AND FOUND
955,955,955,Trespassing,Open Investigation,2019-04-01 17:42:00,2019,91,4,0,day_weekday,UHALL CARPARK,UTown,1.297316736,103.7777968,DAMAGED PROPERTY
956,956,956,Criminal Mischief,Unfounded,2019-02-03 20:23:00,2019,34,2,6,weekend,TEMASEK HALL (BLOCK A),HALL,1.293083063,103.7707861,STOLEN ITEMS
957,957,957,Harassment: Bias Incident,Arrest,2019-06-30 19:59:00,2019,181,6,6,weekend,PGP RESIDENCES (BLOCK 27),PGP,1.29056547,103.7816148,LOST AND FOUND
958,958,958,Trespassing,Arrest,2019-05-22 21:55:00,2019,142,5,2,day_weekday,ENGINEERING BLOCK 3,CDE,1.29943352,103.7717177,DAMAGED PROPERTY
959,959,959,Theft, Closed,2019-01-05 05:32:00,2019,5,1,5,weekend,PGP RESIDENCES (BLOCK 3),PGP,1.291295726,103.7824282,LOST AND FOUND
960,960,960,Trespassing,Open Investigation,2018-11-20 07:09:00,2018,324,11,1,day_weekday,SEA-TO-SPACE (18KR BUNGALOW),KR,1.297559311,103.774216,DAMAGED PROPERTY
961,961,961,Rape,Arrest,2019-04-21 01:13:00,2019,111,4,6,weekend,SHEARES HALL (BLOCK C),HALL,1.291354968,103.7760394,SEXUAL INCIDENTS
962,962,962,Rape,Closed,2019-04-20 09:31:00,2019,110,4,5,weekend,UHALL CARPARK,UTown,1.297316736,103.7777968,SEXUAL INCIDENTS
963,963,963,Trespassing,Unfounded,2018-10-07 13:31:00,2018,280,10,6,weekend,BRENNER CTR FOR MOLECULAR MED,FOS,1.294813169,103.7806383,DAMAGED PROPERTY
964,964,964,Theft,Open Investigation,2018-12-08 21:13:00,2018,342,12,5,weekend,SHEARES HALL (BLOCK A),HALL,1.291577534,103.7754185,LOST AND FOUND
965,965,965,Theft,Arrest,2018-10-28 22:17:00,2018,301,10,6,weekend,ARTS & SOCIAL SCIENCES BLOCK 4,FASS,1.294575688,103.7717937,LOST AND FOUND
966,966,966,Fraud,Open Investigation,2019-01-18 04:39:00,2019,18,1,4,day_weekday,"KENT VALE APARTMENT BLK H, 117",KV,1.302198914,103.7700332,DAMAGED PROPERTY
967,967,967,Theft,Closed,2019-07-04 12:36:00,2019,185,7,3,day_weekday,VENTUS (UNI CAMPUS INFRA),HALL,1.29528262,103.770217,LOST AND FOUND
968,968,968,Trespassing, Arrest,2019-01-21 01:34:00,2019,21,1,0,day_weekday,SCIENCE BLOCK 7,FOS,1.296276183,103.7788705,DAMAGED PROPERTY
969,969,969,Theft,Unfounded,2018-11-20 16:03:00,2018,324,11,1,day_weekday,PGP RESIDENCES (BLOCK 17),PGP,1.291327615,103.7802401,LOST AND FOUND
970,970,970,Theft,Unfounded,2019-09-23 01:50:00,2019,266,9,0,day_weekday,EUSOFF HALL (BLOCK C),HALL,1.293426406,103.7701612,LOST AND FOUND
971,971,971,Theft,Unfounded,2019-04-21 10:24:00,2019,111,4,6,weekend,YSTCM CARPARK,UCC,1.302406233,103.7720861,LOST AND FOUND
972,972,972,Shoplifting,Open Investigation,2019-05-23 07:16:00,2019,143,5,3,day_weekday,LECTURE THEATRE 7,CDE,1.300171011,103.7710686,STOLEN ITEMS
973,973,973,Harassment,Open Investigation,2019-05-20 07:08:00,2019,140,5,0,day_weekday,KE VII HALL (COMMUNAL HALL),PGP,1.292402899,103.7810646,DAMAGED PROPERTY
974,974,974,Theft,Arrest,2018-12-16 19:42:00,2018,350,12,6,weekend,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,LOST AND FOUND
975,975,975,Shoplifting,Open Investigation,2019-09-14 01:08:00,2019,257,9,5,weekend,PGP RESIDENCES (BLOCK 15),PGP,1.291668827,103.7801396,STOLEN ITEMS
976,976,976,False Public Alarm,Open Investigation,2019-01-20 13:17:00,2019,20,1,6,weekend,RAFFLES HALL (BLOCK D),YIH,1.300301709,103.7726668,LOST AND FOUND
977,977,977,Theft,Arrest,2019-01-13 06:47:00,2019,13,1,6,weekend,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,LOST AND FOUND
978,978,978,Theft,Unfounded,2019-06-28 19:47:00,2019,179,6,4,day_weekday,KUOK FOUNDATION HOUSE,YIH,1.300350998,103.7736453,LOST AND FOUND
979,979,979,Theft,Open Investigation,2018-12-27 23:27:00,2018,361,12,3,day_weekday,12 KR BUNGALOW,KR,1.297234098,103.77391,LOST AND FOUND
980,980,980,Theft,Closed,2019-10-10 21:44:00,2019,283,10,3,day_weekday,CANTEEN 1 (TECHNO EDGE),CDE,1.297995633,103.7717593,LOST AND FOUND
981,981,981,Theft,,2018-12-14 06:08:00,2018,348,12,4,day_weekday,MEDICINE BLOCK 4,FOS,1.295482387,103.7811936,LOST AND FOUND
982,982,982,Bias Intimidation,Open Investigation,2019-08-12 16:31:00,2019,224,8,0,day_weekday,YALE RESIDENTIAL COLLEGE 1,UTown,1.305971181,103.7720215,LOST AND FOUND
983,983,983,Theft,Open Investigation,2019-10-16 03:08:00,2019,289,10,2,day_weekday,BTC-BLOCK B,BTC,1.319007737,103.8169549,LOST AND FOUND
984,984,984,Theft,Closed,2018-12-18 23:30:00,2018,352,12,1,day_weekday,9 PGP BUNGALOW,PGP,1.293962325,103.7773228,LOST AND FOUND
985,985,985,Theft,Open Investigation,2019-10-14 23:03:00,2019,287,10,0,day_weekday,SRC MINI GRAND STAND,YIH,1.298645794,103.7777397,LOST AND FOUND
986,986,986,Theft,Open Investigation,2019-03-18 02:06:00,2019,77,3,0,day_weekday,LECTURE THEATRE 2,CDE,1.299399852,103.7711799,LOST AND FOUND
987,987,987,Fraud,Closed,2018-10-05 21:24:00,2018,278,10,4,day_weekday,4 KR BUNGALOW,KR,1.294413343,103.7799701,DAMAGED PROPERTY
988,988,988,Theft,Open Investigation,2018-10-28 04:09:00,2018,301,10,6,weekend,INFORMATION TECHNOLOGY,CDE,1.29755262,103.7725433,LOST AND FOUND
989,989,989,Theft: Criminal Mischief, Closed,2019-02-24 22:00:00,2019,55,2,6,weekend,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
990,990,990,Theft,Open Investigation,2018-11-18 13:51:00,2018,322,11,6,weekend,SHEARES HALL (COMMUNAL HALL),HALL,1.291537312,103.7756853,LOST AND FOUND
991,991,991,Assault,Open Investigation,2019-10-16 15:17:00,2019,289,10,2,day_weekday,DINING HALL (RC4 & CAPT),UTown,1.307989409,103.7731782,DAMAGED PROPERTY
992,992,992,Trespass,Open Investigation,2019-01-17 19:32:00,2019,17,1,3,day_weekday,UHALL CARPARK,UTown,1.297316736,103.7777968,EMERGENCY INCIDENTS
993,993,993,Theft,Open Investigation,2019-02-19 21:49:00,2019,50,2,1,day_weekday,YALE RESIDENTIAL COLLEGE 2,UTown,1.307098618,103.7719809,LOST AND FOUND
994,994,994,Criminal Mischief,,2018-11-01 07:39:00,2018,305,11,3,day_weekday,MEDICINE + SCIENCE LIBRARY,FOS,1.296996168,103.7813784,STOLEN ITEMS
995,995,995,Trespassing,Open Investigation,2019-05-01 21:51:00,2019,121,5,2,day_weekday,CINNAMON UNI SCH PROG (USP),UTown,1.306525122,103.7734295,DAMAGED PROPERTY
996,996,996,Theft,Open Investigation,2019-05-31 07:12:00,2019,151,5,4,day_weekday,SUB-STATION/BIN CENTRE,KV,1.300662404,103.7678257,LOST AND FOUND
997,997,997,Shoplifting,Arrest,2019-01-08 17:16:00,2019,8,1,1,day_weekday,"KENT VALE APARTMENT BLK A,103",KV,1.301286274,103.7690165,STOLEN ITEMS
998,998,998,Shoplifting ,Open Investigation,2019-02-11 02:47:00,2019,42,2,0,day_weekday,UTOWN RESIDENCE-NORTH TOWER,UTown,1.305337891,103.7737981,LOST AND FOUND
999,999,999,Rape,Unfounded,2018-10-04 23:47:00,2018,277,10,3,day_weekday,EUSOFF HALL (BLOCK B),HALL,1.293104328,103.769989,SEXUAL INCIDENTS
1000,1000,1000,Trespass,Open Investigation,2019-02-07 00:37:00,2019,38,2,3,day_weekday,ENGINEERING BLOCK 2A (EDIC),CDE,1.29880703,103.7713411,EMERGENCY INCIDENTS
1001,1001,1001,Trespassing,Arrest,2019-11-06 09:39:00,2019,310,11,2,day_weekday,ELECTRICAL SUB-STATION,UTown,1.306222002,103.7727161,DAMAGED PROPERTY
1002,1002,1002,Theft,Open Investigation,2019-08-19 13:07:00,2019,231,8,0,day_weekday,2 PGP BUNGALOW,PGP,1.292422999,103.7799725,LOST AND FOUND
1003,1003,1003,Trespassing,Judicial Referral,2019-10-03 21:37:00,2019,276,10,3,day_weekday,LECTURE THEATRE 34,FOS,1.297758283,103.7810123,DAMAGED PROPERTY
1004,1004,1004,Theft: Criminal Mischief,Closed,2019-10-28 13:15:00,2019,301,10,0,day_weekday,"KENT VALE APARTMENT BLK C, 111",KV,1.301811498,103.7685007,LOST AND FOUND
1005,1005,1005,Criminal Mischief,Arrest,2019-06-11 08:35:00,2019,162,6,1,day_weekday,CENTRAL LIBRARY,FASS,1.296375466,103.7730045,STOLEN ITEMS
1006,1006,1006,Trespass,Unfounded,2019-08-26 17:44:00,2019,238,8,0,day_weekday,SHEARES HALL (BLOCK E),HALL,1.291117652,103.7758047,EMERGENCY INCIDENTS
1007,1007,1007,Theft,Open Investigation,2018-12-01 09:36:00,2018,335,12,5,weekend,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,LOST AND FOUND
1008,1008,1008,Terroristic Threats,Arrest,2019-05-04 11:47:00,2019,124,5,5,weekend,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,LOST AND FOUND
1009,1009,1009,Criminal Mischief,Open Investigation,2019-10-08 09:01:00,2019,281,10,1,day_weekday,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,STOLEN ITEMS
1010,1010,1010,Shoplifting,Unfounded,2018-10-27 23:14:00,2018,300,10,5,weekend,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,STOLEN ITEMS
1011,1011,1011,Rape,Closed,2019-06-29 03:20:00,2019,180,6,5,weekend,PGP RESIDENCES (BLOCK 27),PGP,1.29056547,103.7816148,SEXUAL INCIDENTS
1012,1012,1012,Harassment: Domestic Violence,Unfounded,2019-03-06 08:35:00,2019,65,3,2,day_weekday,PGP RESIDENCES (BLOCK 7),PGP,1.291101134,103.7800076,LOST AND FOUND
1013,1013,1013,Trespassing,Open Investigation,2019-02-06 18:59:00,2019,37,2,2,day_weekday,SCIENCE BLOCK 14,FOS,1.296848923,103.7798471,DAMAGED PROPERTY
1014,1014,1014,Theft, Closed,2019-05-26 19:25:00,2019,146,5,6,weekend,COLLEGE OF A&P TAN -TOWER,UTown,1.307597799,103.7731505,LOST AND FOUND
1015,1015,1015,Liquor Law Violation,Open Investigation,2019-08-04 14:32:00,2019,216,8,6,weekend,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,LOST AND FOUND
1016,1016,1016,Attempted Extortion,Open Investigation,2019-02-05 04:23:00,2019,36,2,1,day_weekday,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,LOST AND FOUND
1017,1017,1017,Trespassing,Closed,2019-01-03 15:58:00,2019,3,1,3,day_weekday,HENG MUI KENG TERRACE BLOCK B,HMKT,1.291292663,103.7765759,DAMAGED PROPERTY
1018,1018,1018,Fraud,Unfounded,2019-10-26 02:07:00,2019,299,10,5,weekend,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,DAMAGED PROPERTY
1019,1019,1019,Bias Intimidation,Open Investigation,2019-07-28 08:39:00,2019,209,7,6,weekend,KENT RIDGE HALL (BLOCK A),HALL,1.29166438,103.7749714,LOST AND FOUND
1020,1020,1020,Trespassing,Open Investigation,2019-06-20 16:57:00,2019,171,6,3,day_weekday,BTC-BLOCK B,BTC,1.319007737,103.8169549,DAMAGED PROPERTY
1021,1021,1021,Shoplifting, Open Investigation,2019-04-14 13:47:00,2019,104,4,6,weekend,SEA-TO-SPACE (18KR BUNGALOW),KR,1.297559311,103.774216,STOLEN ITEMS
1022,1022,1022,Fraud,Open Investigation,2019-09-10 15:17:00,2019,253,9,1,day_weekday,"KENT VALE APARTMENT BLK I, 119",KV,1.302981916,103.7702236,DAMAGED PROPERTY
1023,1023,1023,Possession of Burglary Tools 2,Open Investigation,2019-04-16 14:08:00,2019,106,4,1,day_weekday,PGPR CARPARK,PGP,1.290814479,103.7812394,LOST AND FOUND
1024,1024,1024,Trespass,Open Investigation,2018-12-23 06:55:00,2018,357,12,6,weekend,FOS - SHED B-NEXT TO S3&S4,FOS,1.29582005,103.7789548,EMERGENCY INCIDENTS
1025,1025,1025,Harassment: Fraud,Arrest,2018-12-14 04:08:00,2018,348,12,4,day_weekday,EDUCATION RESOURCE CENTRE,UTown,1.305725982,103.7726716,LOST AND FOUND
1026,1026,1026,Theft,Open Investigation,2018-10-05 20:15:00,2018,278,10,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 6,FASS,1.295434799,103.773244,LOST AND FOUND
1027,1027,1027,Criminal Mischief,Open Investigation,2019-10-18 13:37:00,2019,291,10,4,day_weekday,RESIDENT COLLEGE 4,UTown,1.308193728,103.7734166,STOLEN ITEMS
1028,1028,1028,Theft,Open Investigation,2019-08-05 22:52:00,2019,217,8,0,day_weekday,KE VII HALL (BLOCK G),PGP,1.293482761,103.7803849,LOST AND FOUND
1029,1029,1029,Trespass,Open Investigation,2018-11-20 16:35:00,2018,324,11,1,day_weekday,SCIENCE BLOCK 6,FOS,1.295387759,103.7794885,EMERGENCY INCIDENTS
1030,1030,1030,Theft,Closed,2019-03-23 14:15:00,2019,82,3,5,weekend,RIDGE VIEW RESIDENCE (BLOCK G),YIH,1.298435562,103.7757528,LOST AND FOUND
1031,1031,1031,Attempted Extortion,Closed,2019-10-22 12:37:00,2019,295,10,1,day_weekday,ENGINEERING AUDITORIUM,CDE,1.300558705,103.7707907,LOST AND FOUND
1032,1032,1032,Aggravated Assault,Closed,2018-11-28 15:20:00,2018,332,11,2,day_weekday,SCIENCE BLOCK 4,FOS,1.295631286,103.7788028,LOST AND FOUND
1033,1033,1033,Lewdness,Arrest,2019-03-26 15:10:00,2019,85,3,1,day_weekday,SCIENCE BLOCK 1A (LEE WEE KENG),FOS,1.296422972,103.7792749,SEXUAL INCIDENTS
1034,1034,1034,Theft,Open Investigation,2019-03-23 22:57:00,2019,82,3,5,weekend,PGP RESIDENCES (BLOCK 22),PGP,1.290618087,103.780583,LOST AND FOUND
1035,1035,1035,Theft,Open Investigation,2019-09-20 10:54:00,2019,263,9,4,day_weekday,BIZ1 CARPARK,BIZ,1.292703782,103.7746058,LOST AND FOUND
1036,1036,1036,Harassment,Open Investigation,2018-11-06 10:38:00,2018,310,11,1,day_weekday,ENGINEERING WORKSHOP 1A,CDE,1.298073579,103.7708804,DAMAGED PROPERTY
1037,1037,1037,Theft,Open Investigation,2018-12-06 20:13:00,2018,340,12,3,day_weekday,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,LOST AND FOUND
1038,1038,1038,Lewdness,Open Investigation,2019-04-12 20:14:00,2019,102,4,4,day_weekday,ENGINEERING BLOCK 1A,CDE,1.29933656,103.77082,SEXUAL INCIDENTS
