,Date,Time,Crime,Location,Building
1487,10/10/2023,17:03,EMERGENCY INCIDENTS,SOC,DATA-CENTRE-NUS HIGH SCHOOL
1488,03/03/2023,4:07,EMERGENCY INCIDENTS,FOS,MEDICINE BLOCK 2
1489,21/02/2023,23:39,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 3)
1490,13/02/2023,18:33,DAMAGED PROPERTY,DNMS,TAN CHENG LOCK BABA HSE MUSEUM
1491,03/02/2023,20:29,LOST AND FOUND,YIH,KUOK FOUNDATION HOUSE
1492,11/08/2022,19:34,STOLEN ITEMS,PGP,3 PGP BUNGALOW
1493,08/09/2022,20:14,DAMAGED PROPERTY,YIH,RIDGE VIEW RESIDENCE (BLOCK C)
1494,01/03/2022,14:37,SEXUAL INCIDENTS,HALL,HOUSE 5
1495,21/03/2023,3:07,EMERGENCY INCIDENTS,FOS,LECTURE THEATRE 32
1496,01/06/2023,17:19,DAMAGED PROPERTY,KV,KENT VALE CHILD CARE CENTRE
1497,17/02/2023,6:48,EMERGENCY INCIDENTS,YIH,RIDGE VIEW RESIDENCE (BLOCK E)
1498,26/06/2023,20:40,DAMAGED PROPERTY,UTown,YALE ADMINISTRATION BLOCK
1499,13/01/2022,8:20,DAMAGED PROPERTY,FOS,MEDICINE BLOCK 3
1500,14/10/2022,11:16,EMERGENCY INCIDENTS,FASS,ARTS & SOCIAL SCIENCES BLOCK 3
1501,29/07/2023,6:58,LOST AND FOUND,FOS,LECTURE THEATRE 31
1502,15/05/2023,9:37,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 12
1503,23/08/2023,3:32,LOST AND FOUND,KR,11 KR BUNGALOW
1504,08/09/2023,12:39,DAMAGED PROPERTY,PGP,7 PGP BUNGALOW
1505,30/08/2023,23:22,LOST AND FOUND,PGP,9 PGP BUNGALOW
1506,24/09/2022,8:46,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK E)
1507,03/06/2022,0:36,EMERGENCY INCIDENTS,PGP,8 PGP BUNGALOW
1508,20/07/2023,14:15,SEXUAL INCIDENTS,PGP,PGP RESIDENCES (BLOCK 22)
1509,19/09/2022,22:08,DAMAGED PROPERTY,KR,14 KR BUNGALOW
1510,05/01/2023,11:29,DAMAGED PROPERTY,KR,3 KR BUNGALOW
1511,07/09/2023,4:56,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK H)
1512,11/07/2023,0:17,EMERGENCY INCIDENTS,KR,11 KR BUNGALOW
1513,23/05/2023,2:00,LOST AND FOUND,FOS,MD BLK 1  (TAHIR FDN BLDG)
1514,10/11/2022,18:12,DAMAGED PROPERTY,HALL,INSTITUTE OF SYSTEMS SCIENCE
1515,06/08/2022,17:34,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 10)
1516,11/09/2022,6:06,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 2)
1517,07/07/2023,2:33,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 8)
1518,23/04/2023,17:45,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 9)
1519,04/01/2022,5:25,DAMAGED PROPERTY,YIH,YUSOF ISHAK HOUSE
1520,30/03/2022,23:47,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 23)
1521,20/08/2022,20:41,EMERGENCY INCIDENTS,KV,"KENT VALE APARTMENT BLK D, 113"
1522,08/09/2023,11:05,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 7)
1523,07/12/2022,1:21,DAMAGED PROPERTY,HALL,KENT RIDGE HALL (BLOCK A)
1524,20/10/2023,10:02,LOST AND FOUND,HALL,DECOM SUB-STATION 2 (NEAR TEM HALL)
1525,25/09/2023,19:43,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES RESTAURANT
1526,23/11/2022,1:18,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 8)
1527,16/02/2023,4:18,DAMAGED PROPERTY,CDE,LECTURE THEATRE 1
1528,20/05/2023,17:08,EMERGENCY INCIDENTS,PGP,STORE 1 (NEAR KEVII HALL)
1529,05/09/2023,11:18,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 7)
1530,08/01/2022,5:52,DAMAGED PROPERTY,CDE,LECTURE THEATRE 7A
1531,16/06/2023,13:45,LOST AND FOUND,FOS,LECTURE THEATRE 21
1532,12/07/2023,4:43,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 15)
1533,13/01/2022,18:28,DAMAGED PROPERTY,BTC,BTC-MOOT COURT
1534,07/03/2023,7:18,EMERGENCY INCIDENTS,PGP,5 PGP BUNGALOW
1535,27/04/2022,21:53,EMERGENCY INCIDENTS,UCC,DECOM SUB-STATION 1 (NEAR LKCNHM)
1536,22/06/2022,10:20,EMERGENCY INCIDENTS,FOS,DSO BUILDING
1537,08/11/2022,15:52,EMERGENCY INCIDENTS,UCC,DECOM SUB-STATION 1 (NEAR LKCNHM)
1538,06/06/2023,10:33,DAMAGED PROPERTY,FOS,DSO CARPARK
1539,08/08/2022,3:29,STOLEN ITEMS,HALL,TEMASEK HALL (BLOCK D)
1540,22/02/2022,8:05,EMERGENCY INCIDENTS,BTC,BTC-EU TONG SEN
1541,15/05/2022,4:11,LOST AND FOUND,UTown,COLLEGE OF A&P TAN -MPH
1542,04/09/2022,0:26,LOST AND FOUND,YIH,MULTI-PURPOSE HALL 5 & 6
1543,14/10/2022,0:58,LOST AND FOUND,BIZ,SHAW FOUNDATION ALUMNI HOUSE
1544,06/12/2022,22:39,DAMAGED PROPERTY,UTown,CREATE CARPARK
1545,04/03/2022,5:22,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 7)
1546,10/08/2022,6:48,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 8
1547,16/07/2023,0:29,DAMAGED PROPERTY,UTown,COLLEGE OF A&P TAN -MPH
1548,17/08/2022,20:17,EMERGENCY INCIDENTS,PGP,KE VII HALL (BLOCK F)
1549,28/03/2023,20:03,LOST AND FOUND,CDE,ENGINEERING BLOCK 4
1550,01/11/2022,3:15,DAMAGED PROPERTY,FOS,NUHS TOWER BLOCK
1551,22/10/2022,17:40,EMERGENCY INCIDENTS,FOS,CANTEEN 4 (FRONTIER)
1552,23/03/2022,21:40,LOST AND FOUND,UTown,YALE DINNING SERVICES
1553,15/12/2022,12:56,DAMAGED PROPERTY,KR,6 KR BUNGALOW
1554,04/10/2022,22:01,LOST AND FOUND,UTown,CREATE (ENTERPRISE)
1555,08/08/2023,23:54,LOST AND FOUND,KR,1 KR BUNGALOW
1556,14/08/2023,14:08,DAMAGED PROPERTY,KR,SEA-TO-SPACE (18KR BUNGALOW)
1557,14/01/2022,16:18,STOLEN ITEMS,UCC,NATIONAL SINGAPORE WIND TUNNEL
1558,28/11/2022,21:00,DAMAGED PROPERTY,CDE,ENGINEERING BLOCK 1
1559,09/03/2022,9:31,DAMAGED PROPERTY,PGP,TECH CTR FOR OFFSHORE & MARINE
1560,22/09/2023,18:29,LOST AND FOUND,PGP,KE VII HALL (BLOCK G)
1561,21/08/2023,18:00,EMERGENCY INCIDENTS,UTown,ELECTRICAL SUB-STATION
1562,15/07/2023,2:13,EMERGENCY INCIDENTS,UTown,YALE FITNESS CENTER
1563,02/09/2022,0:22,DAMAGED PROPERTY,UCC,BOOSTER PUMP HSE(NEXT LKCNHM)
1564,29/03/2023,15:51,EMERGENCY INCIDENTS,PGP,17 PGP BUNGALOW
1565,09/03/2023,22:50,DAMAGED PROPERTY,FOS,CTR FOR LIFE SCIENCES
1566,22/09/2023,8:13,LOST AND FOUND,FASS,TMSI-ST JOHN'S ISLAND
1567,06/10/2023,6:03,LOST AND FOUND,CDE,ENGINEERING BLOCK 6
1568,10/03/2022,14:05,STOLEN ITEMS,FOS,MD BLK 6 (CTR FOR TRANS  MED)
1569,15/01/2022,5:02,EMERGENCY INCIDENTS,CDE,ENGINEERING WORKSHOP 1A
1570,30/04/2023,18:39,EMERGENCY INCIDENTS,FOS,MEDICINE BLOCK 4
1571,15/02/2022,20:46,LOST AND FOUND,PGP,TECH CTR FOR OFFSHORE & MARINE
1572,23/08/2022,1:49,SEXUAL INCIDENTS,FOS,SCIENCE BLOCK 16
1573,12/05/2022,3:22,LOST AND FOUND,PGP,TECH CTR FOR OFFSHORE & MARINE
1574,10/11/2022,18:09,LOST AND FOUND,FOS,LECTURE THEATRE 21
1575,02/04/2023,20:34,LOST AND FOUND,CDE,ENGINEERING BLOCK 7
1576,27/07/2022,4:22,DAMAGED PROPERTY,YIH,RAFFLES HALL (BLOCK B)
1577,06/10/2022,11:28,DAMAGED PROPERTY,HALL,TEMASEK HALL (BLOCK C)
1578,15/05/2023,10:24,EMERGENCY INCIDENTS,CDE,ENGINEERING BLOCK 4
1579,03/11/2022,18:55,STOLEN ITEMS,PGP,TECH CTR FOR OFFSHORE & MARINE
1580,26/12/2022,2:54,STOLEN ITEMS,FASS,LECTURE THEATRE 10
1581,31/05/2023,5:06,DAMAGED PROPERTY,FOS,BRENNER CTR FOR MOLECULAR MED
1582,13/12/2022,16:56,DAMAGED PROPERTY,CDE,ENGINEERING BLOCK 7
1583,14/05/2023,23:06,DAMAGED PROPERTY,YIH,RIDGE VIEW RESIDENCE (BLOCK E)
1584,11/12/2022,19:44,DAMAGED PROPERTY,CDE,ENGINEERING BLOCK A
1585,16/03/2023,0:12,LOST AND FOUND,CDE,DESIGN & ENVIRONMENT BLOCK 3
1586,21/07/2023,14:34,STOLEN ITEMS,SOC,LECTURE THEATRE 16
1587,28/09/2023,20:41,EMERGENCY INCIDENTS,UTown,CREATE CARPARK
1588,27/04/2023,0:58,LOST AND FOUND,PGP,PGP RESIDENCES RESTAURANT
1589,13/07/2023,7:29,DAMAGED PROPERTY,UTown,CINNAMON UNI SCH PROG (USP)
1590,25/01/2023,16:20,DAMAGED PROPERTY,UTown,CTR FOR THE ARTS
1591,31/01/2022,18:26,LOST AND FOUND,HALL,SHEARES HALL (BLOCK D)
1592,29/08/2022,0:13,EMERGENCY INCIDENTS,FOS,MEDICINE BLOCK 3
1593,29/04/2022,3:45,EMERGENCY INCIDENTS,BTC,BTC-MOOT COURT
1594,04/02/2023,20:38,LOST AND FOUND,FOS,SCIENCE BLOCK 13
1595,03/05/2023,2:11,DAMAGED PROPERTY,BTC,BTC-BLOCK B
1596,02/04/2022,16:18,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 27)
1597,06/08/2022,21:23,LOST AND FOUND,CDE,DESIGN & ENVIRONMENT BLOCK 2
1598,09/08/2023,4:33,DAMAGED PROPERTY,UTown,COLLEGE OF A&P TAN -MPH
1599,29/07/2022,21:56,SEXUAL INCIDENTS,PGP,PGP RESIDENCES (BLOCK 28)
1600,06/01/2022,16:34,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 13)
1601,07/10/2023,14:10,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 7)
1602,11/12/2022,11:37,LOST AND FOUND,HALL,SHEARES HALL (BLOCK A)
1603,05/09/2022,18:18,EMERGENCY INCIDENTS,BTC,BTC-BIN CENTRE
1604,25/06/2022,23:41,EMERGENCY INCIDENTS,KV,"KENT VALE APARTMENT BLK D, 113"
1605,11/02/2022,17:13,DAMAGED PROPERTY,FASS,CENTRAL LIBRARY
1606,19/09/2023,5:54,EMERGENCY INCIDENTS,PGP,KE VII HALL (COMMUNAL HALL)
1607,12/01/2022,1:43,LOST AND FOUND,YIH,UNIVERSITY SPORT CENTRE
1608,13/09/2022,13:59,LOST AND FOUND,BIZ,BIZ1 CARPARK
1609,03/05/2023,13:45,DAMAGED PROPERTY,FASS,ARTS & SOCIAL SCIENCES BLOCK 8
1610,06/11/2022,4:09,EMERGENCY INCIDENTS,KR,14 KR BUNGALOW
1611,09/06/2023,3:34,STOLEN ITEMS,BTC,20 EVANS BUNGALOW
1612,12/05/2022,5:37,DAMAGED PROPERTY,UTown,COLLEGE OF A&P TAN -MPH
1613,02/11/2022,20:20,LOST AND FOUND,FOS,SCIENCE BLOCK 1
1614,09/03/2022,23:07,SEXUAL INCIDENTS,FOS,LT 27 (LIM SENG TJOE LECTURE)
1615,09/09/2023,12:01,EMERGENCY INCIDENTS,CDE,EXPERIMENTAL HOUSE
1616,21/10/2023,23:11,DAMAGED PROPERTY,UTown,CREATE (UTOWN PLAZA)
1617,15/02/2023,22:32,DAMAGED PROPERTY,FOS,LECTURE THEATRE 29
1618,26/12/2022,11:10,LOST AND FOUND,FOS,LECTURE THEATRE 34
1619,03/10/2023,10:01,STOLEN ITEMS,KV,"COMMUNAL BLK A, 121"
1620,17/08/2023,13:27,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK E)
1621,19/11/2022,1:29,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 22)
1622,24/11/2022,1:40,SEXUAL INCIDENTS,HALL,KENT VALE GUARDHOUSE
1623,24/02/2023,9:22,SEXUAL INCIDENTS,UTown,RESIDENT COLLEGE 4
1624,30/04/2023,3:42,LOST AND FOUND,FOS,SCIENCE BLOCK 16
1625,16/08/2022,4:43,DAMAGED PROPERTY,CDE,DESIGN & ENVIRONMENT BLOCK 1
1626,19/05/2022,6:07,LOST AND FOUND,HALL,SHEARES HALL (BLOCK A)
1627,09/07/2023,15:01,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK A)
1628,03/07/2022,19:53,EMERGENCY INCIDENTS,HALL,INSTITUTE OF SYSTEMS SCIENCE
1629,30/06/2022,19:44,EMERGENCY INCIDENTS,KV,"KENT VALE APARTMENT BLK H, 117"
1630,25/06/2023,22:29,DAMAGED PROPERTY,PGP,KE VII HALL (COMMUNAL HALL)
1631,04/07/2023,21:30,LOST AND FOUND,UTown,CINNAMON UNI SCH PROG (USP)
1632,05/06/2022,18:33,LOST AND FOUND,YIH,RAFFLES HALL (COMMUNAL HALL)
1633,21/04/2022,22:33,EMERGENCY INCIDENTS,PGP,18 PGP BUNGALOW
1634,04/06/2023,8:18,EMERGENCY INCIDENTS,UTown,UTOWN RESIDENCE-NORTH TOWER
1635,27/02/2023,18:39,LOST AND FOUND,YIH,UNIVERSITY SPORT CENTRE
1636,30/03/2022,9:24,LOST AND FOUND,KR,4 KR BUNGALOW
1637,22/01/2023,18:39,DAMAGED PROPERTY,UTown,YALE DINNING SERVICES
1638,11/10/2022,20:57,EMERGENCY INCIDENTS,PGP,5 PGP BUNGALOW
1639,22/01/2022,18:00,DAMAGED PROPERTY,HMKT,HENG MUI KENG TERRACE BLOCK B
1640,27/12/2022,11:24,DAMAGED PROPERTY,SOC,LECTURE THEATRE 15
1641,27/07/2023,21:33,DAMAGED PROPERTY,CDE,LECTURE THEATRE 6
1642,19/09/2022,22:28,DAMAGED PROPERTY,UTown,CREATE (UTOWN PLAZA)
1643,07/08/2022,8:19,STOLEN ITEMS,KV,"KENT VALE APARTMENT BLK C, 111"
1644,13/04/2023,17:24,DAMAGED PROPERTY,BTC,BTC-SUB-STATION
1645,24/02/2022,3:21,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 13
1646,17/09/2022,12:20,LOST AND FOUND,UTown,UHALL CARPARK
1647,27/08/2023,21:25,LOST AND FOUND,FASS,LECTURE THEATRE 10
1648,25/07/2022,11:04,LOST AND FOUND,PGP,INNOVATION 4.0
1649,12/07/2022,12:06,LOST AND FOUND,CDE,ENGINEERING BLOCK 8
1650,13/08/2023,23:57,DAMAGED PROPERTY,HALL,TEMASEK HALL (BLOCK B)
1651,13/07/2023,5:13,STOLEN ITEMS,HALL,TEMASEK HALL (BLOCK B)
1652,03/03/2023,16:47,DAMAGED PROPERTY,PGP,CRISP (NEAR KEVII HALL)
1653,20/08/2023,18:14,LOST AND FOUND,BTC,BTC-LI KA SHING BUILDING
1654,14/07/2022,6:55,DAMAGED PROPERTY,HALL,EUSOFF HALL (COMMUNAL HALL)
1655,07/11/2022,5:51,DAMAGED PROPERTY,BTC,BTC-MANASSEH MEYER
1656,09/05/2023,4:48,LOST AND FOUND,PGP,3 PGP BUNGALOW
1657,25/03/2023,5:53,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 22)
1658,23/07/2023,22:49,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 22)
1659,23/02/2022,10:33,LOST AND FOUND,PGP,STORE 1 (NEAR KEVII HALL)
1660,22/05/2022,7:30,LOST AND FOUND,FOS,CELS CARPARK
1661,22/06/2022,14:55,LOST AND FOUND,FOS,BRENNER CTR FOR MOLECULAR MED
1662,04/09/2022,9:24,EMERGENCY INCIDENTS,UCC,NATIONAL SINGAPORE WIND TUNNEL
1663,27/05/2022,21:27,DAMAGED PROPERTY,UTown,CREATE CARPARK
1664,10/07/2022,11:20,STOLEN ITEMS,UTown,CREATE CARPARK
1665,08/09/2022,4:22,EMERGENCY INCIDENTS,BTC,BTC-OEI TIONG HAM
1666,27/06/2022,18:24,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 16)
1667,20/04/2023,13:06,EMERGENCY INCIDENTS,CDE,ENGINEERING BLOCK 3
1668,12/01/2023,20:07,EMERGENCY INCIDENTS,KV,"KENT VALE APARTMENT BLK D, 113"
1669,15/09/2022,7:25,STOLEN ITEMS,FOS,MEDICINE BLOCK 7
1670,01/05/2023,16:28,EMERGENCY INCIDENTS,HALL,KENT VALE GUARDHOUSE
1671,16/02/2023,16:19,EMERGENCY INCIDENTS,FOS,LECTURE THEATRE 37
1672,02/10/2022,3:42,EMERGENCY INCIDENTS,PGP,18A PGP BUNGALOW
1673,08/10/2023,22:58,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 6
1674,03/06/2023,7:39,LOST AND FOUND,HALL,SHEARES HALL (BLOCK E)
1675,12/11/2022,4:55,EMERGENCY INCIDENTS,CDE,ENGINEERING WORKSHOP 1
1676,05/02/2022,17:33,LOST AND FOUND,BTC,BTC-SUB-STATION
1677,24/01/2023,6:13,LOST AND FOUND,HALL,SHEARES HALL (BLOCK D)
1678,20/01/2022,2:05,EMERGENCY INCIDENTS,FOS,LECTURE THEATRE 37
1679,21/02/2023,6:23,STOLEN ITEMS,BIZ,NUS ENTERPRISE-JTC BLK71
1680,08/01/2023,1:30,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES LECTURE THEATRE
1681,25/06/2023,5:03,EMERGENCY INCIDENTS,CDE,ENGINEERING BLOCK 6
1682,28/12/2022,15:25,EMERGENCY INCIDENTS,CDE,TEMASEK LAB
1683,27/11/2022,20:20,LOST AND FOUND,CDE,SPORE POWER GRID-CON SWITCH RM
1684,31/10/2022,14:21,EMERGENCY INCIDENTS,FOS,NUHS TOWER BLOCK
1685,16/01/2022,8:27,LOST AND FOUND,PGP,STORE 2 (NEAR KEVII HALL)
1686,16/02/2022,16:28,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES LECTURE THEATRE
1687,02/09/2022,8:23,LOST AND FOUND,PGP,TEMASEK LIFE SCIENCE LAB
1688,02/04/2023,14:15,SEXUAL INCIDENTS,FOS,SCIENCE BLOCK 5
1689,21/02/2022,0:00,LOST AND FOUND,YIH,RIDGE VIEW RESIDENCE (BLOCK C)
1690,20/10/2022,15:23,LOST AND FOUND,UCC,NATIONAL SINGAPORE WIND TUNNEL
1691,13/01/2022,0:40,DAMAGED PROPERTY,PGP,PGP RESIDENCES CANTEEN 2
1692,22/03/2022,7:40,LOST AND FOUND,CDE,ENGINEERING WORKSHOP 1A
1693,05/02/2022,17:02,DAMAGED PROPERTY,KR,1 KR BUNGALOW
1694,17/08/2022,14:54,LOST AND FOUND,UTown,YALE RESIDENTIAL COLLEGE 3
1695,07/06/2022,19:24,EMERGENCY INCIDENTS,CDE,TEMASEK LAB
1696,06/11/2022,19:53,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 27)
1697,19/04/2023,23:34,DAMAGED PROPERTY,UTown,YALE SPORTS HALL
1698,15/01/2023,1:16,LOST AND FOUND,SOC,LECTURE THEATRE 18
1699,12/04/2022,16:23,EMERGENCY INCIDENTS,BTC,BTC-EU TONG SEN
1700,16/08/2022,15:57,EMERGENCY INCIDENTS,KR,12A KR BUNGALOW
1701,22/12/2022,12:28,LOST AND FOUND,CDE,DESIGN & ENVIRONMENT BLOCK 4
1702,07/06/2023,8:34,EMERGENCY INCIDENTS,FOS,CANTEEN 4 (FRONTIER)
1703,04/01/2023,15:03,DAMAGED PROPERTY,UTown,CINNAMON COLLEGE -MAIN BLK
1704,29/04/2022,18:49,SEXUAL INCIDENTS,BIZ,SHAW FOUNDATION ALUMNI HOUSE
1705,15/04/2022,15:10,DAMAGED PROPERTY,FASS,ARTS & SOCIAL SCIENCES BLOCK 5
1706,16/05/2022,0:27,DAMAGED PROPERTY,FASS,ARTS & SOCIAL SCIENCES BLOCK 4
1707,31/12/2022,14:19,DAMAGED PROPERTY,YIH,RIDGE VIEW RESIDENCE (BLOCK E)
1708,03/08/2023,4:38,EMERGENCY INCIDENTS,UTown,CINNAMON COLLEGE -MAIN BLK
1709,23/11/2022,0:46,SEXUAL INCIDENTS,FOS,NUHS-MAIN BUILDING
1710,22/02/2023,2:08,EMERGENCY INCIDENTS,HALL,EUSOFF HALL (BLOCK B)
1711,13/01/2023,5:26,EMERGENCY INCIDENTS,PGP,18 PGP BUNGALOW
1712,18/04/2022,21:01,DAMAGED PROPERTY,PGP,INNOVATION 4.0
1713,13/08/2022,15:53,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 6
1714,10/06/2023,9:27,EMERGENCY INCIDENTS,HALL,TEMASEK HALL (COMMUNAL HALL)
1715,29/01/2022,7:20,EMERGENCY INCIDENTS,HALL,KENT RIDGE HALL (BLOCK A)
1716,04/02/2023,15:09,LOST AND FOUND,UTown,RESIDENT COLLEGE 4 -MPH
1717,22/05/2022,21:42,LOST AND FOUND,CDE,LECTURE THEATRE 4
1718,19/12/2022,22:25,STOLEN ITEMS,HALL,EUSOFF HALL (BLOCK C)
1719,27/03/2023,2:59,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 12)
1720,19/02/2023,22:59,STOLEN ITEMS,CDE,CTR FOR ENGLISH LANGUAGE COMMUNICATION
1721,14/02/2023,13:50,DAMAGED PROPERTY,UTown,UTOWN RESIDENCE-NORTH TOWER
1722,07/08/2022,23:09,LOST AND FOUND,UTown,YALE RESIDENTIAL COLLEGE 2
1723,09/03/2023,9:07,EMERGENCY INCIDENTS,UTown,COLLEGE OF A&P TAN -MPH
1724,18/05/2023,19:32,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 24)
1725,20/11/2022,6:33,DAMAGED PROPERTY,FOS,LECTURE THEATRE 29
1726,11/08/2023,20:45,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 6
1727,03/02/2022,19:18,LOST AND FOUND,CDE,ENGINEERING BLOCK 3A
1728,15/06/2023,18:59,LOST AND FOUND,KR,3 KR BUNGALOW
1729,06/01/2023,5:20,EMERGENCY INCIDENTS,PGP,KE VII HALL (BLOCK E)
1730,12/07/2022,10:28,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 25)
1731,22/05/2023,3:04,DAMAGED PROPERTY,SOC,I3
1732,01/06/2023,19:00,DAMAGED PROPERTY,PGP,8 PGP BUNGALOW
1733,12/07/2023,0:59,EMERGENCY INCIDENTS,FOS,LECTURE THEATRE 20
1734,28/08/2023,22:52,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 5
1735,12/09/2022,10:40,EMERGENCY INCIDENTS,BTC,20 EVANS BUNGALOW
1736,26/07/2022,19:12,DAMAGED PROPERTY,HALL,VENTUS (UNI CAMPUS INFRA)
1737,22/08/2023,17:21,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 20)
1738,16/02/2023,1:58,EMERGENCY INCIDENTS,CDE,CTR FOR ENGLISH LANGUAGE COMMUNICATION
1739,01/07/2022,7:13,LOST AND FOUND,PGP,KE VII HALL (BLOCK B)
1740,30/10/2022,17:46,STOLEN ITEMS,CDE,ENGINEERING BLOCK A
1741,30/05/2022,9:11,EMERGENCY INCIDENTS,UCC,ALICE LEE PLAZA
1742,22/08/2023,7:45,DAMAGED PROPERTY,FOS,LECTURE THEATRE 37
1743,23/05/2023,1:47,EMERGENCY INCIDENTS,BIZ,NUS SOCIETY-GUILD HOUSE
1744,10/07/2022,19:37,DAMAGED PROPERTY,UTown,CREATE (UTOWN PLAZA)
1745,19/03/2022,0:37,LOST AND FOUND,FOS,SCIENCE BLOCK 4
1746,28/08/2022,11:32,LOST AND FOUND,FOS,SCIENCE BLOCK 1A (LEE WEE KENG)
1747,31/07/2023,19:53,LOST AND FOUND,CDE,ENGINEERING BLOCK 8
1748,18/06/2022,15:48,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK C, 111"
1749,15/05/2023,9:21,EMERGENCY INCIDENTS,YIH,RIDGE VIEW RESIDENCE (BLOCK D)
1750,30/04/2023,16:22,LOST AND FOUND,HALL,DECOM SUB-STATION 2 (NEAR TEM HALL)
1751,23/11/2022,14:05,STOLEN ITEMS,PGP,14 PGP BUNGALOW
1752,14/08/2022,1:29,EMERGENCY INCIDENTS,FOS,CTR FOR LIFE SCIENCES
1753,16/08/2023,22:37,DAMAGED PROPERTY,UTown,YALE FITNESS CENTER
1754,02/06/2023,19:28,EMERGENCY INCIDENTS,FOS,NUHS-MAIN BUILDING
1755,05/11/2022,14:42,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 7)
1756,22/02/2023,11:57,DAMAGED PROPERTY,BTC,20 EVANS BUNGALOW
1757,27/06/2022,17:08,DAMAGED PROPERTY,FASS,CENTRAL STORAGE LIBRARY ANNEX
1758,29/07/2023,11:33,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 18)
1759,14/08/2022,22:01,LOST AND FOUND,FOS,SUB-STATION 3 (NEAR S13)
1760,01/11/2022,13:30,LOST AND FOUND,FOS,SCIENCE BLOCK 16
1761,29/03/2023,11:13,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 26)
1762,16/06/2023,2:49,DAMAGED PROPERTY,DNMS,TAN CHENG LOCK BABA HSE MUSEUM
1763,06/04/2022,10:51,DAMAGED PROPERTY,PGP,STORE 2 (NEAR KEVII HALL)
1764,11/07/2022,9:41,LOST AND FOUND,BTC,BTC-LI KA SHING BUILDING
1765,18/08/2023,7:33,STOLEN ITEMS,KV,KENT VALE CHILD CARE CENTRE
1766,18/04/2022,19:25,DAMAGED PROPERTY,HALL,TEMASEK HALL (BLOCK D)
1767,20/11/2022,13:53,LOST AND FOUND,FOS,NUHS TOWER BLOCK
1768,16/03/2022,9:12,DAMAGED PROPERTY,CDE,ENGINEERING BLOCK 6
1769,09/04/2023,12:16,EMERGENCY INCIDENTS,BIZ,BUSINESS BLOCK 1-MOCHTAR RIADY
1770,17/03/2022,0:18,EMERGENCY INCIDENTS,YIH,RAFFLES HALL (BLOCK B)
1771,03/04/2023,10:06,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 3)
1772,27/11/2022,7:11,DAMAGED PROPERTY,FOS,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE
1773,05/09/2022,17:57,LOST AND FOUND,FOS,MD BLK 1  (TAHIR FDN BLDG)
1774,06/08/2023,10:22,SEXUAL INCIDENTS,CDE,LECTURE THEATRE 1
1775,12/09/2022,16:25,LOST AND FOUND,KR,3 KR BUNGALOW
1776,27/06/2022,18:42,LOST AND FOUND,FOS,SCIENCE BLOCK 15
1777,19/09/2023,11:37,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 4
